com.samsung.health.sleep_stage,6195017,6,,,,,,,,
15:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,18:00.0,81ea9d35-ff47-4dd6-b324-6f290b4c80c6
18:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,22:00.0,2fa38509-d136-4aca-a5e7-9a3089078064
22:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,25:00.0,ec930b27-80bf-4b0e-a2fe-5f029ecd5a08
25:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,30:00.0,23ca0bf3-75e7-4f37-b5c4-d76a7d8215b3
30:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,32:00.0,e5c1f9e1-261f-4df7-947d-b4600c92fdd0
32:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,33:00.0,bc3bfce6-03e9-425c-8418-52a3adefe583
33:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,40:00.0,226b82c3-eb1a-4337-963a-2e3253add59f
40:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,41:00.0,d0526d1c-a6c0-4a50-9cad-04c234325a92
41:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,52:00.0,a0992b76-b72b-4623-b671-ad7c24016181
52:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,55:00.0,28ec90f7-3e49-4b26-9b00-9d45c2b185d1
55:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,12:00.0,8436eefa-6a8b-4bd0-910b-e05f5b94a1e4
12:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,13:00.0,4f5be514-717e-49de-a3f9-be6fd38342a3
13:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,16:00.0,3274067e-397b-40f7-be1b-202aaea51e42
16:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,18:00.0,4f2998cc-7e62-420b-a701-0b15716e9114
18:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,19:00.0,369cace6-3eee-4a95-84e0-551057c34540
19:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,20:00.0,b0c8057e-df41-46ad-a20b-4a402ab0cff3
20:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,24:00.0,3f46e4d9-7855-4291-947b-f6418db0fe6a
24:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,25:00.0,315f66a7-e607-43cb-aa32-a278f59a8396
25:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,28:00.0,68a4b926-4bde-4685-ae22-204e171231c8
28:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,32:00.0,ac76bce4-a366-4d4d-8e1f-688862180141
32:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,39:00.0,3d90274b-e785-43cd-9cdf-b93e2d36ff4f
39:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,42:00.0,25f9e567-882d-4b44-824c-f762bf629ee5
42:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,47:00.0,1d965780-b43f-461e-986b-b981eee449c2
47:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,48:00.0,bf776852-59b3-41aa-9ed6-d32a4d4a2f50
48:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,49:00.0,27e0c44e-459c-46b8-a389-6441febf2ac8
49:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,50:00.0,d6e011fe-93a2-446f-9821-82c6ced67d32
50:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,55:00.0,5d87fb5b-6f10-4a92-a801-35cc7c0147f1
55:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,56:00.0,7d2f42c6-9793-43e9-a4d1-76a5087ade71
56:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,09:00.0,1baff19b-5c8e-43cc-8442-78759acd4087
09:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,11:00.0,96f5f975-12c6-486b-8d22-b8a84bebf02e
11:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,12:00.0,be06990e-b278-461b-af9a-473fd47f219c
12:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,14:00.0,2e68f6ce-522f-4d1b-9fa8-6c4d04217e62
14:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,16:00.0,e3e174dc-69a6-469f-baad-e534de1d284d
16:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,25:00.0,9b41f2e7-6a2d-4185-861e-18eebeb815c6
25:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,26:00.0,620ea9c3-4a20-4ab4-8441-503283882a7e
26:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,59:00.0,a55f4257-093f-4fc2-80d6-41d6d2615304
59:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,05:00.0,18dfb0ed-6e3b-41b3-bdaa-4f7a31ce5c74
05:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,07:00.0,bf494de8-6869-4c6d-866a-c00058fa48a4
07:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,08:00.0,88e73ea7-3887-4100-a13a-65ebca3ad451
08:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,09:00.0,0836a68c-276a-4e56-9094-393e94e22e9d
09:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,11:00.0,b6a36c9e-d518-46af-9dd2-066bbf4b1b47
11:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,12:00.0,23c82244-f8c8-40b7-b9f9-26ceab5eb77d
12:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,45:00.0,36c4d717-a405-4630-86e9-59539ccb4768
45:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,47:00.0,34b77096-95f0-4e6e-92ae-9a5a05d21358
47:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,49:00.0,216c9558-0f3a-442c-a035-f3bb0ed89876
49:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,50:00.0,d965c26b-f63a-4cdb-a7cd-0d5c93344e67
50:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.3,04:59.3,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,52:00.0,cd0edb6d-caf2-4649-a8ef-88ba41562063
52:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.4,04:59.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,54:00.0,9332bfe9-7158-414a-9ec8-e542ee674bae
54:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.4,04:59.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,59:00.0,1c8dad71-6bfd-4620-bc50-f6e06ed728ae
59:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.4,04:59.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,00:00.0,295848a5-20f9-4492-a363-0adb383f0b81
00:00.0,cb5dd597-e774-40ce-a7af-fcfa127916da,,04:59.4,04:59.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,04:00.0,416d7ba0-d006-4064-9437-39bdc6cfcc1d
17:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.5,38:26.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,36:00.0,44ef4430-a469-4f7b-9a73-fa0b204dbc97
36:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.5,38:26.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,44:00.0,aa427857-085b-48c1-ad41-d66e8bd76c8f
44:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.5,38:26.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,59:00.0,17cb585f-6f00-48e4-a59b-489dc8063928
59:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.5,38:26.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,00:00.0,3bf6e0d2-bf9a-4ca9-a6c4-41134ecbfc5f
00:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.5,38:26.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,14:00.0,f1fa7afe-3f4c-4027-822b-221a6d246be2
14:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.5,38:26.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,19:00.0,49690134-c145-486b-86d4-180f36912ec8
19:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.5,38:26.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,26:00.0,0ef6493c-d6a4-4850-9ddd-c43a36873e28
26:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.5,38:26.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,29:00.0,ef88ea7f-854e-4f70-b357-9f7449602fe5
29:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.5,38:26.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,33:00.0,92e7827b-7f65-4fe8-a9dc-a30f87a41fb8
33:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.5,38:26.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,34:00.0,ff81fdb6-f5a4-40aa-a73b-c5e33605dbea
34:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.5,38:26.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,03:00.0,a8d24d19-9a66-4b27-83d9-d4a3ff735dbd
03:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.5,38:26.5,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,09:00.0,4f62ee2d-86d5-428f-9114-facb7fe648de
09:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.5,38:26.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,14:00.0,22f12871-3f48-45c5-8586-5149b7c13c00
14:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.5,38:26.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,16:00.0,faa0d973-7a79-4cdc-8466-0f056e92f712
16:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,19:00.0,b0302976-407e-4091-a3e9-5b07bf746696
19:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,20:00.0,6649b8a2-39e0-49fd-8c45-c70fc0b09197
20:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,29:00.0,466e7488-b6b5-4b91-b7ed-3adb761dc628
29:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,33:00.0,c3d16f30-1f18-4fba-90a6-7fe44cab3ea3
33:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,55:00.0,aa29464b-40c3-43f3-84f8-d4083feabc6b
55:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,56:00.0,3bb22c96-88d8-4c7b-a15d-7e62b05f6898
56:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,12:00.0,f9492e2d-c97c-463e-890b-638c9124e55e
12:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40003,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,23:00.0,e0c7feab-ea28-4dd9-9917-f9f9bf9b0077
23:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,28:00.0,1531f6ef-31e3-481d-b0e6-20f472a635e4
28:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,29:00.0,d79f5571-b538-4999-aca1-308b80da8c15
29:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,42:00.0,ed2c39a6-0649-44d2-9111-58b3f536364a
42:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,43:00.0,f8495dcd-f19f-4bf2-a35b-a36f1cd62247
43:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,45:00.0,41dcd40c-2e97-44f3-856f-03ef51bee940
45:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,46:00.0,35473173-fb7a-471d-a001-c638b0329fb5
46:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,50:00.0,37a8c491-3302-45d6-906c-0ff200a2c87d
50:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,54:00.0,afdf6cc0-acb5-4b6e-9eef-33b5402d89a1
54:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,55:00.0,cf505a99-6e9d-4d8f-a23f-d995b3b61c40
55:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,18:00.0,d1746543-e437-4a40-92e1-b35a28294b37
18:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,19:00.0,bbfd5301-d7dc-4738-b1f7-fb162c440bde
19:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,36:00.0,0fd98a5c-1f24-46f4-9187-2b3668d9ead3
36:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,37:00.0,b4f1da8d-cf2f-462b-9ba9-855d043cb221
37:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,03:00.0,565d038f-385d-438a-85d6-f50ac22a6af9
03:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,04:00.0,27987384-9720-46bb-9f36-5b14447e34cb
04:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,10:00.0,4e6e0b62-b2e7-42c2-abc0-a2eb236a5108
10:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,15:00.0,be39372b-85fb-43b6-b33b-6abba6329287
15:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,27:00.0,476e901b-4265-42c6-a6f1-75d0d8f70480
27:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,28:00.0,a9fc4890-8091-448a-9f51-05f1c6138400
28:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,42:00.0,29107424-e34a-4d7e-894e-110eec49491a
42:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,43:00.0,3b183a93-723b-4f9b-a31b-085a8931b76d
43:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,02:00.0,3dd6bef8-dc71-45a5-9df4-924079fbb742
02:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,03:00.0,6a875bd2-f718-4e62-9f0d-9a78c6291a58
03:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,05:00.0,e88a574b-b1f9-43df-bf76-d26c81a205b2
05:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,07:00.0,e921889a-a127-44ef-a732-cb6a58f8d411
07:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,08:00.0,939c50c1-01c5-4c4c-b8b7-1953a6c5adbe
08:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,10:00.0,deedc77d-e814-4357-913e-9319fccb3f6f
10:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,13:00.0,fc24a321-2ad1-42b1-b48b-80087e1e3ad7
13:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,15:00.0,497d4a6b-b5d4-4b43-8fc0-85dfc40c5347
15:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,16:00.0,2f8c4ae8-0d24-41e6-89f4-54bacccbb61a
16:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,17:00.0,9d3818e6-9c7f-44d0-94fb-e238de910b4c
17:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,21:00.0,48500d99-5673-4e15-93f1-b57e6134e4c6
21:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,24:00.0,72710b5b-4ec4-407a-a5ea-3e4ecf8bf13e
24:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,33:00.0,c56c3a99-f7de-4776-a14b-fb577c95637e
33:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,34:00.0,62546e1d-2849-493c-84b5-9e3c5ebd0715
34:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,35:00.0,14ea68d5-8d66-4a02-8d6d-7bdb233d1880
35:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,37:00.0,35fc9212-795f-4f82-a86f-1524aad9c9a6
37:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,39:00.0,ec6bc683-4286-4725-b45f-27809b5346e1
39:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,48:00.0,1f03126b-fed8-4834-bf98-5e2adc22a6aa
48:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,54:00.0,4c67edd1-bd39-418a-868c-a6ccadaab657
54:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,55:00.0,c9f93b2d-7cb4-4daa-9331-c9cb4fa6005f
55:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,04:00.0,f3ea8084-9cf3-4cb6-9f61-7e8f819faffc
04:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,09:00.0,4a8fd1eb-6616-4a97-be8f-06c03234a6a6
09:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,10:00.0,ccbf059a-8dc0-4fd1-8151-7a4632b18123
10:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,32:00.0,be350b17-547e-4f94-9de2-c91920e6ff72
32:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,33:00.0,218191d3-1e89-4a99-8736-cb6794882342
33:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,34:00.0,e96c1ea3-7878-4e39-bce3-8e88cdfda592
34:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,36:00.0,66fb6b11-b932-48ba-89fc-424be7af1a79
36:00.0,44ccd898-4b19-43bd-ac6d-6f7a1d3e6c77,,38:26.6,38:26.6,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,46:00.0,bac9e261-2a4f-4648-9bb1-b56349d3e43c
